taxon_occurrence_key	taxon_occurrence_comment	nameserver_recommended_scientific_name	nameserver_recommended_name_authority	nameserver_recommended_name_rank	sample_vague_date_start	sample_vague_date_end	sample_vague_date_type	survey_event_comment	location_name_item_name	survey_event_location_name	sample_lat	sample_long	sample_spatial_ref	sample_spatial_ref_system	sample_spatial_ref_qualifier
BFN0017900009QRO	PB:Ugent:AqE:2906	Procambarus clarkii	(Girard, 1852)	Spp	2011-03-16 00:00:00.000	2011-03-16 00:00:00.000	D	NULL	Damme	NULL	51,2917039321127	3,33787615648995	78089.0,220704.0	BD72	Imported
BFN0017900009QRP	PB:Ugent:AqE:2905	Procambarus clarkii	(Girard, 1852)	Spp	2009-01-03 00:00:00.000	2010-01-02 00:00:00.000	Y	NULL	Laakdal	NULL	51,0868389225402	5,00310740316376	194446.0,197604.0	BD72	Imported
BFN0017900009QRQ	PB:Ugent:AqE:2904	Procambarus clarkii	(Girard, 1852)	Spp	2009-01-03 00:00:00.000	2010-01-02 00:00:00.000	Y	NULL	Geel	NULL	51,1005800032735	4,97993697973969	192810.0,199119.0	BD72	Imported
BFN0017900009QRS	PB:Ugent:AqE:1815	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-08-15 00:00:00.000	2002-08-15 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Weert	NULL	51,2165593647505	5,58310964700181	234845.0,212540.0	BD72	Imported
BFN0017900009QRT	PB:Ugent:AqE:1831	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-06-06 00:00:00.000	2003-06-06 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Dilsen-Stokkem	NULL	51,0214476671045	5,75042616893119	246938.0,191042.0	BD72	Imported
BFN0017900009QRW	PB:Ugent:AqE:1806	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-05-30 00:00:00.000	2002-05-30 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Ham	NULL	51,0990079250055	5,13641646066324	203772.0,199046.0	BD72	Imported
BFN0017900009QRX	PB:Ugent:AqE:1808	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-06-05 00:00:00.000	2002-06-05 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Lanaken	NULL	50,8805065161297	5,63255468123521	238936.0,175218.0	BD72	Imported
BFN0017900009QRZ	PB:Ugent:AqE:1834	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-06-20 00:00:00.000	2003-06-20 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Lanaken	NULL	50,8910916942248	5,68300418031443	242465.0,176457.0	BD72	Imported
BFN0017900009QS0	PB:Ugent:AqE:1833	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-06-20 00:00:00.000	2003-06-20 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Lanaken	NULL	50,9041445562988	5,68637001826387	242676.0,177913.0	BD72	Imported
BFN0017900009QS1	PB:Ugent:AqE:1811	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-07-05 00:00:00.000	2002-07-05 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Maaseik	NULL	51,1095813138457	5,68038281806846	241851.0,200756.0	BD72	Imported
BFN0017900009QS2	PB:Ugent:AqE:1809	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-06-07 00:00:00.000	2002-06-07 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Mechelen	NULL	51,054337784662	4,4335051741534	154540.0,193800.0	BD72	Imported
BFN0017900009QS5	PB:Ugent:AqE:1841	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-09-18 00:00:00.000	2003-09-18 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Oudenburg	NULL	51,1754988002477	3,04207544584323	57226.0,208105.0	BD72	Imported
BFN0017900009QS6	PB:Ugent:AqE:1828	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-09-28 00:00:00.000	2002-09-28 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Ranst	NULL	51,1762528269146	4,63651683085978	168725.0,207395.0	BD72	Imported
BFN0017900009QS8	PB:Ugent:AqE:1837	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-07-16 00:00:00.000	2003-07-16 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Riemst	NULL	50,8106410479934	5,67092097040432	241772.0,167494.0	BD72	Imported
BFN0017900009QS9	PB:Ugent:AqE:1838	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-07-31 00:00:00.000	2003-07-31 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Sint-Pieters-Leeuw	NULL	50,8082345365148	4,29691743435901	144937.0,166423.0	BD72	Imported
BFN0017900009QSB	PB:Ugent:AqE:1829	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-10-12 00:00:00.000	2002-10-12 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Willebroek	NULL	51,0616314131542	4,40441565013597	152500.0,194610.0	BD72	Imported
BFN0017900009QSE	PB:Ugent:AqE:1812	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-07-12 00:00:00.000	2002-07-12 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Arendonk	NULL	51,3016334299252	5,14106652361687	203863.0,221591.0	BD72	Imported
BFN0017900009QSF	PB:Ugent:AqE:1807	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-06-01 00:00:00.000	2002-06-01 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Lier	NULL	51,1165145627612	4,5629528346224	163598.0,200733.0	BD72	Imported
BFN0017900009QSH	PB:Ugent:AqE:1820	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-09-12 00:00:00.000	2002-09-12 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Dessel	NULL	51,239618558663	5,06924099915978	198919.0,214642.0	BD72	Imported
BFN0017900009QSI	PB:Ugent:AqE:1839	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-08-20 00:00:00.000	2003-08-20 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Dessel	NULL	51,2317686561668	5,11376428949849	202037.0,213799.0	BD72	Imported
BFN0017900009QSJ	PB:Ugent:AqE:1804	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-05-22 00:00:00.000	2002-05-22 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Meerhout	NULL	51,0977909604204	5,10885739092145	201843.0,198891.0	BD72	Imported
BFN0017900009QSK	PB:Ugent:AqE:1836	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-07-05 00:00:00.000	2003-07-05 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Meerhout	NULL	51,0977909604204	5,10885739092145	201843.0,198891.0	BD72	Imported
BFN0017900009QSL	PB:Ugent:AqE:1842	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-10-29 00:00:00.000	2003-10-29 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Geel	NULL	51,1165616019271	4,98530199703703	193171.0,200900.0	BD72	Imported
BFN0017900009QSM	PB:Ugent:AqE:1805	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-05-29 00:00:00.000	2002-05-29 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Rijkevorsel	NULL	51,3288893193468	4,7602771866063	177290.0,224415.0	BD72	Imported
BFN0017900009QSN	PB:Ugent:AqE:1819	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-09-11 00:00:00.000	2002-09-11 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Retie	NULL	51,2610926448829	5,09308804898144	200561.0,217047.0	BD72	Imported
BFN0017900009QSP	PB:Ugent:AqE:1810	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-07-05 00:00:00.000	2002-07-05 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Lommel	NULL	51,2501260956125	5,26846172759744	212817.0,215961.0	BD72	Imported
BFN0017900009QSQ	PB:Ugent:AqE:2012	Orconectes limosus	(Rafinesque, 1817)	Spp	1992-10-15 00:00:00.000	1992-10-15 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Bocholt	NULL	51,1792437024079	5,63105256721647	238265.0,208445.0	BD72	Imported
BFN0017900009QST	PB:Ugent:AqE:1832	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-06-14 00:00:00.000	2003-06-14 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Drogenbos	NULL	50,7927437903027	4,29433113515965	144753.0,164700.0	BD72	Imported
BFN0017900009QSU	PB:Ugent:AqE:1830	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-10-23 00:00:00.000	2002-10-23 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	De Panne	NULL	51,069759923578	2,5927506777685	25529.0,197001.0	BD72	Imported
BFN0017900009QSV	PB:Ugent:AqE:1840	Orconectes limosus	(Rafinesque, 1817)	Spp	2003-09-10 00:00:00.000	2003-09-10 00:00:00.000	D	2004_KreeftenBBICalc_Warmoes	Harelbeke	NULL	50,8395359876716	3,31846427676114	76024.0,170425.0	BD72	Imported
BFN0017900009QSX	PB:Ugent:AqE:1963	Orconectes limosus	(Rafinesque, 1817)	Spp	1989-01-03 00:00:00.000	1990-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Heeze-Leende	NULL	51,3027792151071	5,48713003048078	227995.0,222026.0	BD72	Imported
BFN0017900009QSY	PB:Ugent:AqE:1852	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-06-19 00:00:00.000	2004-06-19 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Weert	NULL	51,2165593647505	5,58310964700181	234845.0,212540.0	BD72	Imported
BFN0017900009QSZ	PB:Ugent:AqE:1863	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-12-05 00:00:00.000	2004-12-05 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Damme	NULL	51,2726466332629	3,30427676370129	75715.0,218617.0	BD72	Imported
BFN0017900009QT0	PB:Ugent:AqE:2002	Orconectes limosus	(Rafinesque, 1817)	Spp	1994-01-03 00:00:00.000	1995-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Denderleeuw	NULL	50,9107685156094	4,06173996661605	128408.0,177871.0	BD72	Imported
BFN0017900009QT1	PB:Ugent:AqE:1762	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-01-03 00:00:00.000	2005-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Denderleeuw	NULL	50,9107685156094	4,06173996661605	128408.0,177871.0	BD72	Imported
BFN0017900009QT2	PB:Ugent:AqE:1857	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-07-15 00:00:00.000	2004-07-15 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Dilsen-Stokkem	NULL	51,0334653925664	5,73757774999013	246012.0,192362.0	BD72	Imported
BFN0017900009QT3	PB:Ugent:AqE:1855	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-06-26 00:00:00.000	2004-06-26 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Dilsen-Stokkem	NULL	51,0214476671045	5,75042616893119	246938.0,191042.0	BD72	Imported
BFN0017900009QT4	PB:Ugent:AqE:1860	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-08-14 00:00:00.000	2004-08-14 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Genk	NULL	50,9362731938115	5,49965724167168	229490.0,181270.0	BD72	Imported
BFN0017900009QT5	PB:Ugent:AqE:1862	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-12-05 00:00:00.000	2004-12-05 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Oudenburg	NULL	51,1754988002477	3,04207544584323	57226.0,208105.0	BD72	Imported
BFN0017900009QT6	PB:Ugent:AqE:1861	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-09-30 00:00:00.000	2004-09-30 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Riemst	NULL	50,8106410479934	5,67092097040432	241772.0,167494.0	BD72	Imported
BFN0017900009QT7	PB:Ugent:AqE:1858	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-07-24 00:00:00.000	2004-07-24 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Sint-Pieters-Leeuw	NULL	50,8082345365148	4,29691743435901	144937.0,166423.0	BD72	Imported
BFN0017900009QT8	PB:Ugent:AqE:1848	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-04-18 00:00:00.000	2004-04-18 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Zemst	NULL	50,9865854481147	4,5151153415688	160277.0,186271.0	BD72	Imported
BFN0017900009QT9	PB:Ugent:AqE:1859	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-08-14 00:00:00.000	2004-08-14 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Hasselt	NULL	50,9693790812744	5,27991196749174	214000.0,184740.0	BD72	Imported
BFN0017900009QTA	PB:Ugent:AqE:1856	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-07-03 00:00:00.000	2004-07-03 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Lommel	NULL	51,2574215559459	5,39369494731491	221549.0,216886.0	BD72	Imported
BFN0017900009QTB	PB:Ugent:AqE:1853	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-06-19 00:00:00.000	2004-06-19 00:00:00.000	D	2004_niet_BBICacl - Warmoes	Bocholt	NULL	51,198205673966	5,5455017878079	232250.0,210456.0	BD72	Imported
BFN0017900009QTC	PB:Ugent:AqE:1760	Orconectes limosus	(Rafinesque, 1817)	Spp	2002-01-03 00:00:00.000	2003-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Geraardsbergen	NULL	50,7918013459277	3,91969151500308	118338.0,164688.0	BD72	Imported
BFN0017900009QTD	PB:Ugent:AqE:1761	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-01-03 00:00:00.000	2005-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Geraardsbergen	NULL	50,7918013459277	3,91969151500308	118338.0,164688.0	BD72	Imported
BFN0017900009QTE	PB:Ugent:AqE:1763	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-01-03 00:00:00.000	2005-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Harelbeke	NULL	50,8395359876716	3,31846427676114	76024.0,170425.0	BD72	Imported
BFN0017900009QTF	PB:Ugent:AqE:1764	Orconectes limosus	(Rafinesque, 1817)	Spp	2004-01-03 00:00:00.000	2005-01-02 00:00:00.000	Y	2004_niet_BBICacl - Warmoes	Harelbeke	NULL	50,8423201198831	3,32317313287388	76360.0,170730.0	BD72	Imported
BFN0017900009QTG	PB:Ugent:AqE:1864	Orconectes limosus	(Rafinesque, 1817)	Spp	2009-01-08 00:00:00.000	2009-01-08 00:00:00.000	D	Claudio Salvo	Maasmechelen	Saanhoeve-Dilsen stokkem	51,0026720707575	5,67680340034848	241810.0,188860.0	BD72	Imported
BFN0017900009QTH	PB:Ugent:AqE:419	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2000-06-11 00:00:00.000	2000-06-11 00:00:00.000	D	databank VMM	Sluis	Lapscheure, Vaartstraat, grens NL	51,3056915188133	3,37265827102356	80536.0,222227.0	BD72	Imported
BFN0017900009QTI	PB:Ugent:AqE:423	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2001-12-01 00:00:00.000	2001-12-01 00:00:00.000	D	databank VMM	Sluis	Lapscheure, Vaartstraat, grens NL	51,3056915188133	3,37265827102356	80536.0,222227.0	BD72	Imported
BFN0017900009QTJ	PB:Ugent:AqE:422	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2002-11-15 00:00:00.000	2002-11-15 00:00:00.000	D	databank VMM	Sluis	Lapscheure, Vaartstraat, grens NL	51,3056915188133	3,37265827102356	80536.0,222227.0	BD72	Imported
BFN0017900009QTK	PB:Ugent:AqE:421	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-05-22 00:00:00.000	2003-05-22 00:00:00.000	D	databank VMM	Sluis	Lapscheure, Vaartstraat, grens NL	51,3056915188133	3,37265827102356	80536.0,222227.0	BD72	Imported
BFN0017900009QTL	PB:Ugent:AqE:420	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-06-03 00:00:00.000	2004-06-03 00:00:00.000	D	databank VMM	Sluis	Lapscheure, Vaartstraat, grens NL	51,3056915188133	3,37265827102356	80536.0,222227.0	BD72	Imported
BFN0017900009QTM	PB:Ugent:AqE:259	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-03-26 00:00:00.000	2005-03-26 00:00:00.000	D	databank VMM	Terneuzen	Philippine, Isabellahaven, Dijckmeesterweg	51,2777150983522	3,71426363747437	104330.0,218850.0	BD72	Imported
BFN0017900009QTN	PB:Ugent:AqE:245	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2002-07-25 00:00:00.000	2002-07-25 00:00:00.000	D	databank VMM	Merelbeke	Melsen, Scheldekaai	50,9566262559095	3,68600333934415	102030.0,183148.0	BD72	Imported
BFN0017900009QTO	PB:Ugent:AqE:244	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-07-08 00:00:00.000	2004-07-08 00:00:00.000	D	databank VMM	Merelbeke	Melsen, Scheldekaai	50,9566262559095	3,68600333934415	102030.0,183148.0	BD72	Imported
BFN0017900009QTP	PB:Ugent:AqE:246	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-09-24 00:00:00.000	2005-09-24 00:00:00.000	D	databank VMM	Merelbeke	Melsen, Scheldekaai	50,9566262559095	3,68600333934415	102030.0,183148.0	BD72	Imported
BFN0017900009QTQ	PB:Ugent:AqE:345	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2006-09-07 00:00:00.000	2006-09-07 00:00:00.000	D	databank VMM	Alveringem	Stavele, IJzerstraat	50,9433337149048	2,67227076318953	30780.0,182810.0	BD72	Imported
BFN0017900009QTR	PB:Ugent:AqE:346	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2002-11-01 00:00:00.000	2002-11-01 00:00:00.000	D	databank VMM	Alveringem	Stavele, Eversamstraat, weg Westvleteren-Elzendamm	50,9336276925243	2,71169521757481	33526.0,181668.0	BD72	Imported
BFN0017900009QTS	PB:Ugent:AqE:347	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-10-08 00:00:00.000	2005-10-08 00:00:00.000	D	databank VMM	Alveringem	Elzendamme, Vleterenstraat-zijweg, Oude Ijzer nevengeul	50,9493814398151	2,71237718891339	33613.0,183419.0	BD72	Imported
BFN0017900009QTT	PB:Ugent:AqE:394	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-10-21 00:00:00.000	2005-10-21 00:00:00.000	D	databank VMM	Beernem	Assebroek, Looweideweg	51,1900833269974	3,28779105344256	74431.0,209449.0	BD72	Imported
BFN0017900009QTU	PB:Ugent:AqE:395	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2006-05-26 00:00:00.000	2006-05-26 00:00:00.000	D	databank VMM	Beernem	Assebroek, Looweideweg	51,1900833269974	3,28779105344256	74431.0,209449.0	BD72	Imported
BFN0017900009QTV	PB:Ugent:AqE:392	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2001-06-17 00:00:00.000	2001-06-17 00:00:00.000	D	databank VMM	Brugge	Assebroek, Kerkedreef	51,1876752409202	3,27520150172899	73547.0,209194.0	BD72	Imported
BFN0017900009QTW	PB:Ugent:AqE:400	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2002-10-05 00:00:00.000	2002-10-05 00:00:00.000	D	databank VMM	Damme	Sijsele, Hulsterlo, Landgoed Bonem	51,2413210853267	3,31049101380391	76099.0,215126.0	BD72	Imported
BFN0017900009QTX	PB:Ugent:AqE:408	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-08-01 00:00:00.000	2004-08-01 00:00:00.000	D	databank VMM	Damme	Moerkerke, Zuiddijjk	51,2565019018613	3,32139209400966	76884.0,216804.0	BD72	Imported
BFN0017900009QTY	PB:Ugent:AqE:432	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2006-08-05 00:00:00.000	2006-08-05 00:00:00.000	D	databank VMM	Deinze	Machelen, Noordelijk gedeelte	50,9613900452373	3,48109411914525	87640.0,183830.0	BD72	Imported
BFN0017900009QTZ	PB:Ugent:AqE:292	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-08-01 00:00:00.000	2003-08-01 00:00:00.000	D	databank VMM	Denderleeuw	Kaaistraat, opw sluis rechteroever	50,8737078860026	4,07705583313168	129469.0,173744.0	BD72	Imported
BFN0017900009QU0	PB:Ugent:AqE:293	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2006-07-21 00:00:00.000	2006-07-21 00:00:00.000	D	databank VMM	Denderleeuw	Kaaistraat, opw sluis rechteroever	50,8737078860026	4,07705583313168	129469.0,173744.0	BD72	Imported
BFN0017900009QU1	PB:Ugent:AqE:320	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2007-10-20 00:00:00.000	2007-10-20 00:00:00.000	D	databank VMM	Diest	Schaffen, Wijerstr, opw brug	50,9899948911318	5,06537708964471	198910.0,186870.0	BD72	Imported
BFN0017900009QU2	PB:Ugent:AqE:364	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-08-31 00:00:00.000	2005-08-31 00:00:00.000	D	databank VMM	Diksmuide	Merkem, IJzerdijk, plasberm	50,9875890555467	2,81340872315089	40800.0,187515.0	BD72	Imported
BFN0017900009QU3	PB:Ugent:AqE:367	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-06-15 00:00:00.000	2003-06-15 00:00:00.000	D	databank VMM	Diksmuide	Nieuwkapelle, IJzerdijk, opw inlaat WPC-Blank.	50,9913428964978	2,8171591698112	41072.0,187927.0	BD72	Imported
BFN0017900009QU4	PB:Ugent:AqE:366	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-10-17 00:00:00.000	2003-10-17 00:00:00.000	D	databank VMM	Diksmuide	Nieuwkapelle, IJzerdijk, opw inlaat WPC-Blank.	50,9913428964978	2,8171591698112	41072.0,187927.0	BD72	Imported
BFN0017900009QU5	PB:Ugent:AqE:365	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-10-08 00:00:00.000	2005-10-08 00:00:00.000	D	databank VMM	Diksmuide	Nieuwkapelle, IJzerdijk, opw inlaat WPC-Blank.	50,9913428964978	2,8171591698112	41072.0,187927.0	BD72	Imported
BFN0017900009QU6	PB:Ugent:AqE:369	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-10-14 00:00:00.000	2005-10-14 00:00:00.000	D	databank VMM	Diksmuide	Sint-Jacobskapelle, IJzerdijk, thv Jagersstraat	51,0088239599722	2,83864177990957	42620.0,189840.0	BD72	Imported
BFN0017900009QU7	PB:Ugent:AqE:375	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2006-09-13 00:00:00.000	2006-09-13 00:00:00.000	D	databank VMM	Diksmuide	Beesrt, Beerstblotestraat, plasberm	51,0530490541961	2,84966395159191	43494.0,194743.0	BD72	Imported
BFN0017900009QU8	PB:Ugent:AqE:376	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-10-14 00:00:00.000	2005-10-14 00:00:00.000	D	databank VMM	Diksmuide	Sint-Jacobs-Kapelle, nevengeul	51,0191065208003	2,85090704818961	43504.0,190966.0	BD72	Imported
BFN0017900009QU9	PB:Ugent:AqE:377	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2006-09-30 00:00:00.000	2006-09-30 00:00:00.000	D	databank VMM	Diksmuide	Keiem, Tervaetestraat, Tervaetebrug, Paaiplaats	51,0834050831003	2,85130477852743	43678.0,198117.0	BD72	Imported
BFN0017900009QUA	PB:Ugent:AqE:382	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2007-08-23 00:00:00.000	2007-08-23 00:00:00.000	D	databank VMM	Diksmuide	Beerst, Paddestraat, Drie Mussen	51,0464941661657	2,88775879703023	46150.0,193960.0	BD72	Imported
BFN0017900009QUB	PB:Ugent:AqE:383	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-06-20 00:00:00.000	2003-06-20 00:00:00.000	D	databank VMM	Diksmuide	Beerst, Nachtegaalstraat, Hoograad	51,061640929187	2,89113176724119	46420.0,195640.0	BD72	Imported
BFN0017900009QUC	PB:Ugent:AqE:343	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-06-06 00:00:00.000	2003-06-06 00:00:00.000	D	databank VMM	Dilsen-Stokkem	Stokkem, Oude Maas, thv taverne De Kaai, trapjes af	51,0214476671045	5,75042616893119	246938.0,191042.0	BD72	Imported
BFN0017900009QUD	PB:Ugent:AqE:242	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-03-26 00:00:00.000	2005-03-26 00:00:00.000	D	databank VMM	Evergem	Sleidinge, Schroonhoek, veldweg	51,1456940715008	3,66224935960749	100561.0,204196.0	BD72	Imported
BFN0017900009QUE	PB:Ugent:AqE:255	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-10-16 00:00:00.000	2003-10-16 00:00:00.000	D	databank VMM	Evergem	Ertvelde, Spiegelstraat, opw weg	51,1677960815601	3,69265513826885	102711.0,206635.0	BD72	Imported
BFN0017900009QUF	PB:Ugent:AqE:254	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-04-09 00:00:00.000	2004-04-09 00:00:00.000	D	databank VMM	Evergem	Ertvelde, Spiegelstraat, opw weg	51,1677960815601	3,69265513826885	102711.0,206635.0	BD72	Imported
BFN0017900009QUG	PB:Ugent:AqE:253	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-08-27 00:00:00.000	2004-08-27 00:00:00.000	D	databank VMM	Evergem	Ertvelde, Spiegelstraat, opw weg	51,1677960815601	3,69265513826885	102711.0,206635.0	BD72	Imported
BFN0017900009QUH	PB:Ugent:AqE:261	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-10-05 00:00:00.000	2003-10-05 00:00:00.000	D	databank VMM	Evergem	Kluizen, Schildeke, Kluisstraat	51,1600131578251	3,726790273306	105091.0,205748.0	BD72	Imported
BFN0017900009QUI	PB:Ugent:AqE:265	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2003-10-05 00:00:00.000	2003-10-05 00:00:00.000	D	databank VMM	Evergem	Molendreef, Enaamse	51,1503162700238	3,73218293886176	105459.0,204666.0	BD72	Imported
BFN0017900009QUJ	PB:Ugent:AqE:266	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-08-27 00:00:00.000	2004-08-27 00:00:00.000	D	databank VMM	Evergem	Molendreef, Enaamse	51,1503162700238	3,73218293886176	105459.0,204666.0	BD72	Imported
BFN0017900009QUK	PB:Ugent:AqE:263	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-04-08 00:00:00.000	2005-04-08 00:00:00.000	D	databank VMM	Evergem	Molendreef, Enaamse	51,1503162700238	3,73218293886176	105459.0,204666.0	BD72	Imported
BFN0017900009QUL	PB:Ugent:AqE:268	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2004-08-27 00:00:00.000	2004-08-27 00:00:00.000	D	databank VMM	Evergem	Ertvelde, Vaartstraat-West, veldweg, opwaarts	51,1621091622451	3,73709735012573	105814.0,205975.0	BD72	Imported
BFN0017900009QUM	PB:Ugent:AqE:269	Crangonyx pseudogracilis	Bousfield, 1958	Spp	2005-04-08 00:00:00.000	2005-04-08 00:00:00.000	D	databank VMM	Evergem	Ertvelde, Hoek, Hoogstraat	51,1574264150962	3,74056267673795	106052.0,205452.0	BD72	Imported
