id	occurrenceID	recordedBy	otherCatalogNumbers	eventDate	municipality	verbatimLocality	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	identifiedBy	scientificName	taxonRank	scientificNameAuthorship
PB:Ugent:AqE:1640	PB:Ugent:AqE:1640	VMM	INBO:NBN:BFN0017900009RUH	24/03/2003	Sint-Laureins	St-Jan-in-Eremo, St-Margerietestraat, veldweg	5.126.885	355.785	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1641	PB:Ugent:AqE:1641	VMM	INBO:NBN:BFN0017900009RUI	27/04/2007	Sint-Laureins	St-Jan-in-Eremo, St-Margerietestraat, veldweg	5.126.885	355.785	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1643	PB:Ugent:AqE:1643	VMM	INBO:NBN:BFN0017900009RUJ	30/10/1998	Sint-Laureins	Sint-Margriete, Molenkreekstraat	5.128.265	356.613	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1642	PB:Ugent:AqE:1642	VMM	INBO:NBN:BFN0017900009RUK	19/07/2007	Sint-Laureins	Sint-Margriete, Molenkreekstraat	5.128.265	356.613	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:879	PB:Ugent:AqE:879	VMM	INBO:NBN:BFN0017900009RUL	10/05/1999	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Dugesia tigrina	species	(Girard, 1850)
PB:Ugent:AqE:1645	PB:Ugent:AqE:1645	VMM	INBO:NBN:BFN0017900009RUM	10/05/1999	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2684	PB:Ugent:AqE:2684	VMM	INBO:NBN:BFN0017900009RUN	10/05/1999	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:2897	PB:Ugent:AqE:2897	VMM	INBO:NBN:BFN0017900009RUO	10/05/1999	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:1650	PB:Ugent:AqE:1650	VMM	INBO:NBN:BFN0017900009RUP	24/08/2000	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2748	PB:Ugent:AqE:2748	VMM	INBO:NBN:BFN0017900009RUQ	24/08/2000	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Proasellus coxalis	species	(Dollfus, 1892)
PB:Ugent:AqE:2896	PB:Ugent:AqE:2896	VMM	INBO:NBN:BFN0017900009RUR	24/08/2000	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:1648	PB:Ugent:AqE:1648	VMM	INBO:NBN:BFN0017900009RUS	13/07/2001	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2749	PB:Ugent:AqE:2749	VMM	INBO:NBN:BFN0017900009RUT	13/07/2001	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Proasellus coxalis	species	(Dollfus, 1892)
PB:Ugent:AqE:1647	PB:Ugent:AqE:1647	VMM	INBO:NBN:BFN0017900009RUU	1/10/2002	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1651	PB:Ugent:AqE:1651	VMM	INBO:NBN:BFN0017900009RUV	1/10/2002	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1646	PB:Ugent:AqE:1646	VMM	INBO:NBN:BFN0017900009RUW	25/03/2003	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2751	PB:Ugent:AqE:2751	VMM	INBO:NBN:BFN0017900009RUX	25/03/2003	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Proasellus coxalis	species	(Dollfus, 1892)
PB:Ugent:AqE:880	PB:Ugent:AqE:880	VMM	INBO:NBN:BFN0017900009RUY	2/08/2004	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Dugesia tigrina	species	(Girard, 1850)
PB:Ugent:AqE:985	PB:Ugent:AqE:985	VMM	INBO:NBN:BFN0017900009RUZ	2/08/2004	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Ferrissia fragilis	species	Tryon
PB:Ugent:AqE:1649	PB:Ugent:AqE:1649	VMM	INBO:NBN:BFN0017900009RV0	2/08/2004	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2683	PB:Ugent:AqE:2683	VMM	INBO:NBN:BFN0017900009RV1	2/08/2004	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:1644	PB:Ugent:AqE:1644	VMM	INBO:NBN:BFN0017900009RV2	27/09/2005	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2750	PB:Ugent:AqE:2750	VMM	INBO:NBN:BFN0017900009RV3	27/09/2005	Sint-Laureins	St-Jan-in-Eremo, Zonnestraat, Zuidzijde	5.125.604	357.536	30	Pieter Boets	Proasellus coxalis	species	(Dollfus, 1892)
PB:Ugent:AqE:1652	PB:Ugent:AqE:1652	VMM	INBO:NBN:BFN0017900009RV4	27/09/2005	Sint-Laureins	St-Jan-in-Eremo, Sint-Jansstraat, veldweg	5.126.476	357.699	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1654	PB:Ugent:AqE:1654	VMM	INBO:NBN:BFN0017900009RV5	24/03/2003	Sint-Laureins	Sint-Jan-in-Eremo, Sint-Jansstraat, veldweg langs Palinghuis, opw geul	5.126.411	357.714	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1653	PB:Ugent:AqE:1653	VMM	INBO:NBN:BFN0017900009RV6	24/07/2007	Sint-Laureins	Sint-Jan-in-Eremo, Sint-Jansstraat, veldweg langs Palinghuis, opw geul	5.126.411	357.714	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1655	PB:Ugent:AqE:1655	VMM	INBO:NBN:BFN0017900009RV7	20/09/2006	Sint-Laureins	Sint-Jan-in-Eremo, Sint-Jansstraat, veldweg	5.126.352	357.79	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1656	PB:Ugent:AqE:1656	VMM	INBO:NBN:BFN0017900009RV8	19/07/2007	Sint-Laureins	Waterland-Oudeman, Jeronimuspolder, Casteleynstraat	5.128.282	358.34	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1658	PB:Ugent:AqE:1658	VMM	INBO:NBN:BFN0017900009RV9	25/03/2003	Sint-Laureins	Sint-Jan-in-Eremo, St-Jansstraat, veldweg langs Leopoldkanaal, thv geul	5.126.197	358.513	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2899	PB:Ugent:AqE:2899	VMM	INBO:NBN:BFN0017900009RVA	25/03/2003	Sint-Laureins	Sint-Jan-in-Eremo, St-Jansstraat, veldweg langs Leopoldkanaal, thv geul	5.126.197	358.513	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:1657	PB:Ugent:AqE:1657	VMM	INBO:NBN:BFN0017900009RVB	1/09/2008	Sint-Laureins	Sint-Jan-in-Eremo, St-Jansstraat, veldweg langs Leopoldkanaal, thv geul	5.126.197	358.513	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2775	PB:Ugent:AqE:2775	VMM	INBO:NBN:BFN0017900009RVC	17/05/2004	Sint-Niklaas	Sinaai, Eindeke, Wapenaarteinde, opw weg	5.114.811	399.242	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:953	PB:Ugent:AqE:953	VMM	INBO:NBN:BFN0017900009RVD	19/08/2004	Sint-Niklaas	Klein Sinaai-Kern, Koebrugstraat-Weimanstraat, opw Koebrug	5.117.432	400.279	30	Pieter Boets	Ferrissia fragilis	species	Tryon
PB:Ugent:AqE:790	PB:Ugent:AqE:790	VMM	INBO:NBN:BFN0017900009RVE	6/07/2009	Sint-Niklaas	Klein Sinaai-Kern, Koebrugstraat-Weimanstraat, opw Koebrug	5.117.432	400.279	30	Pieter Boets	Dugesia tigrina	species	(Girard, 1850)
PB:Ugent:AqE:952	PB:Ugent:AqE:952	VMM	INBO:NBN:BFN0017900009RVF	6/07/2009	Sint-Niklaas	Klein Sinaai-Kern, Koebrugstraat-Weimanstraat, opw Koebrug	5.117.432	400.279	30	Pieter Boets	Ferrissia fragilis	species	Tryon
PB:Ugent:AqE:2253	PB:Ugent:AqE:2253	VMM	INBO:NBN:BFN0017900009RVG	6/07/2009	Sint-Niklaas	Klein Sinaai-Kern, Koebrugstraat-Weimanstraat, opw Koebrug	5.117.432	400.279	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2787	PB:Ugent:AqE:2787	VMM	INBO:NBN:BFN0017900009RVH	28/07/2004	Sint-Pieters-Leeuw	Oudenaken, Baasbergstr, aan houtopslag, afw weg	5.078.024	421.068	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:2269	PB:Ugent:AqE:2269	VMM	INBO:NBN:BFN0017900009RVI	2/09/2009	Sint-Pieters-Leeuw	Brouwerijstr, achter de parking van LinkebeekSport-Justisport	5.080.744	428.172	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2270	PB:Ugent:AqE:2270	VMM	INBO:NBN:BFN0017900009RVJ	2/09/2009	Sint-Pieters-Leeuw	Sint-Pieters-Leeuw, A. Van Cothemstr, opw brug (enkel FC als overstort niet werkt)	5.080.193	428.637	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:798	PB:Ugent:AqE:798	VMM	INBO:NBN:BFN0017900009RVK	10/05/1999	Sint-Pieters-Leeuw	Negenmanneken, Vaartkant, FC: t.h.v. slagboom, BBI: aan midden zwaaikom	5.080.925	429.777	30	Pieter Boets	Dugesia tigrina	species	(Girard, 1850)
PB:Ugent:AqE:626	PB:Ugent:AqE:626	VMM	INBO:NBN:BFN0017900009RVL	22/07/2004	Sint-Pieters-Leeuw	Negenmanneken, Vaartkant, FC: t.h.v. slagboom, BBI: aan midden zwaaikom	5.080.925	429.777	30	Pieter Boets	Dreissena (Dreissena) polymorpha	species	(Pallas, 1771)
PB:Ugent:AqE:119	PB:Ugent:AqE:119	VMM	INBO:NBN:BFN0017900009RVM	7/06/2005	Sint-Pieters-Leeuw	Negenmanneken, Vaartkant, FC: t.h.v. slagboom, BBI: aan midden zwaaikom	5.080.925	429.777	30	Pieter Boets	Chelicorophium curvispinum	species	(G.O. Sars, 1895)
PB:Ugent:AqE:2395	PB:Ugent:AqE:2395	VMM	INBO:NBN:BFN0017900009RVN	18/06/2009	Spiere-Helkijn	Spiere, Sluisweg, opw weg	5.072.797	334.663	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2396	PB:Ugent:AqE:2396	VMM	INBO:NBN:BFN0017900009RVO	18/06/2009	Spiere-Helkijn	Spiere, Sluisweg, opw weg	5.072.072	336.442	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2670	PB:Ugent:AqE:2670	VMM	INBO:NBN:BFN0017900009RVP	18/06/2009	Spiere-Helkijn	Spiere, Sluisweg, opw weg	5.072.072	336.442	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:463	PB:Ugent:AqE:463	VMM	INBO:NBN:BFN0017900009RVQ	13/06/1997	Stabroek	Gestel, jaagpad noord Albertkanaal, opw monding	5.134.128	435.028	30	Pieter Boets	Dikerogammarus villosus	species	(Sowinsky, 1894)
PB:Ugent:AqE:466	PB:Ugent:AqE:466	VMM	INBO:NBN:BFN0017900009RVR	3/05/1999	Stabroek	Gestel, jaagpad noord Albertkanaal, opw monding	5.134.128	435.028	30	Pieter Boets	Dikerogammarus villosus	species	(Sowinsky, 1894)
PB:Ugent:AqE:465	PB:Ugent:AqE:465	VMM	INBO:NBN:BFN0017900009RVS	14/05/2001	Stabroek	Gestel, jaagpad noord Albertkanaal, opw monding	5.134.128	435.028	30	Pieter Boets	Dikerogammarus villosus	species	(Sowinsky, 1894)
PB:Ugent:AqE:464	PB:Ugent:AqE:464	VMM	INBO:NBN:BFN0017900009RVT	13/07/2003	Stabroek	Gestel, jaagpad noord Albertkanaal, opw monding	5.134.128	435.028	30	Pieter Boets	Dikerogammarus villosus	species	(Sowinsky, 1894)
PB:Ugent:AqE:462	PB:Ugent:AqE:462	VMM	INBO:NBN:BFN0017900009RVU	26/06/2005	Stabroek	Gestel, jaagpad noord Albertkanaal, opw monding	5.134.128	435.028	30	Pieter Boets	Dikerogammarus villosus	species	(Sowinsky, 1894)
PB:Ugent:AqE:958	PB:Ugent:AqE:958	VMM	INBO:NBN:BFN0017900009RVV	19/08/2004	Stekene	Spoorzate-Tragelstraat, opw brug	5.119.911	403.538	30	Pieter Boets	Ferrissia fragilis	species	Tryon
PB:Ugent:AqE:959	PB:Ugent:AqE:959	VMM	INBO:NBN:BFN0017900009RVW	23/03/2004	Stekene	Tragelstraat, Tragel afw bemalingsstation en Lzpnt RWZI	5.119.595	403.704	30	Pieter Boets	Ferrissia fragilis	species	Tryon
PB:Ugent:AqE:2782	PB:Ugent:AqE:2782	VMM	INBO:NBN:BFN0017900009RVX	17/05/2004	Stekene	Sint-Jansteen, De Stropersstraat, veldweg	5.124.438	406.154	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:2262	PB:Ugent:AqE:2262	VMM	INBO:NBN:BFN0017900009RVY	6/08/2009	Ternat	Verkensmeerstraat, veldweg, afw Keurebeek	5.087.989	415.554	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2292	PB:Ugent:AqE:2292	VMM	INBO:NBN:BFN0017900009RVZ	19/10/2009	Tervuren	Leefdaal, Lange Gracht, naast huisnr.6, opw weg	5.083.307	455.797	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2496	PB:Ugent:AqE:2496	VMM	INBO:NBN:BFN0017900009RW0	19/10/2009	Tervuren	Leefdaal, Lange Gracht, naast huisnr.6, opw weg	5.083.307	455.797	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:402	PB:Ugent:AqE:402	VMM	INBO:NBN:BFN0017900009RW1	19/09/2004	Tielt	Sint-Amandsstraat	5.097.927	331.67	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:412	PB:Ugent:AqE:412	VMM	INBO:NBN:BFN0017900009RW2	15/07/2004	Tielt	Oude Kapellestraat, Haan	5.100.665	333.176	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:2668	PB:Ugent:AqE:2668	VMM	INBO:NBN:BFN0017900009RW3	15/07/2004	Tielt	Oude Kapellestraat, Haan	5.100.665	333.176	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:872	PB:Ugent:AqE:872	VMM	INBO:NBN:BFN0017900009RW4	25/06/2004	Tielt	Wontergem, Tieltsesteenweg-Deinsesteenweg, opw weg	5.099.044	343.723	30	Pieter Boets	Dugesia tigrina	species	(Girard, 1850)
PB:Ugent:AqE:2818	PB:Ugent:AqE:2818	VMM	INBO:NBN:BFN0017900009RW5	3/05/2004	Tielt-Winge	Houwaart, Walenbos, zijstraatje Kriebekestr, opw weg	5.093.207	486.433	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:2326	PB:Ugent:AqE:2326	VMM	INBO:NBN:BFN0017900009RW6	19/08/2009	Tienen	Tienen, Esperantolaan, afw brug	5.080.460	491.815	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2527	PB:Ugent:AqE:2527	VMM	INBO:NBN:BFN0017900009RW7	19/08/2009	Tienen	Tienen, Esperantolaan, afw brug	5.080.460	491.815	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:2353	PB:Ugent:AqE:2353	VMM	INBO:NBN:BFN0017900009RW8	17/09/2009	Tongeren	"Tongeren, Hardelweg/Oude Blaarstraat, Natuurgebied ""De Kevie"", afw brug"	5.074.381	542.241	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:2359	PB:Ugent:AqE:2359	VMM	INBO:NBN:BFN0017900009RW9	8/09/2009	Tongeren	Henis, onverharde zijweg Merebeemdstraat, afw RWZI, 5m afw brug	5.080.310	547.723	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:1380	PB:Ugent:AqE:1380	VMM	INBO:NBN:BFN0017900009RWA	10/10/2006	Veurne	De Moeren, Kosterstraat, voor, St. Gonzalvehoeve	5.105.175	257.606	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:846	PB:Ugent:AqE:846	VMM	INBO:NBN:BFN0017900009RWB	1/10/2009	Veurne	Houtem, Pompstraat	5.100.595	258.321	30	Pieter Boets	Dugesia tigrina	species	(Girard, 1850)
PB:Ugent:AqE:1388	PB:Ugent:AqE:1388	VMM	INBO:NBN:BFN0017900009RWC	10/06/2003	Veurne	Houtem, Westmoerstraat, Gemeten brug	5.101.174	258.785	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1390	PB:Ugent:AqE:1390	VMM	INBO:NBN:BFN0017900009RWD	5/10/2006	Veurne	De Moeren, Middenweg	5.102.654	258.777	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2734	PB:Ugent:AqE:2734	VMM	INBO:NBN:BFN0017900009RWE	10/06/2003	Veurne	De Moeren, Noordmoerstraat, De 1000 Gemeten	5.104.289	260.06	30	Pieter Boets	Proasellus coxalis	species	(Dollfus, 1892)
PB:Ugent:AqE:2841	PB:Ugent:AqE:2841	VMM	INBO:NBN:BFN0017900009RWF	10/06/2003	Veurne	De Moeren, Noordmoerstraat, De 1000 Gemeten	5.104.289	260.06	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:1396	PB:Ugent:AqE:1396	VMM	INBO:NBN:BFN0017900009RWG	27/08/2003	Veurne	Bulskamp, Debarkestraat, Moerhoek	5.104.584	261.721	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1398	PB:Ugent:AqE:1398	VMM	INBO:NBN:BFN0017900009RWH	25/06/2003	Veurne	Bulskamp, Ringslotstraat	5.104.217	262.788	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1399	PB:Ugent:AqE:1399	VMM	INBO:NBN:BFN0017900009RWI	5/09/2003	Veurne	Bulskamp, Calonnegrachtstraat, Everaartsbrug	5.105.876	264.569	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1400	PB:Ugent:AqE:1400	VMM	INBO:NBN:BFN0017900009RWJ	25/06/2003	Veurne	Bulskamp, Presendestraat	5.104.209	266.143	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1402	PB:Ugent:AqE:1402	VMM	INBO:NBN:BFN0017900009RWK	6/09/2000	Veurne	Zuidburgweg, Rozenbrug	5.106.771	266.805	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1401	PB:Ugent:AqE:1401	VMM	INBO:NBN:BFN0017900009RWL	29/11/2002	Veurne	Zuidburgweg, Rozenbrug	5.106.771	266.805	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1403	PB:Ugent:AqE:1403	VMM	INBO:NBN:BFN0017900009RWM	4/10/2007	Veurne	Zuidburgweg, Rozenbrug	5.106.771	266.805	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1404	PB:Ugent:AqE:1404	VMM	INBO:NBN:BFN0017900009RWN	26/08/2003	Veurne	Steenkerke, Steengracht Oost, draaibrug	5.104.801	267.333	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1751	PB:Ugent:AqE:1751	VMM	INBO:NBN:BFN0017900009RWO	11/09/1989	Veurne	Steenkerke, Steengracht West, Steenkerkebrug	5.105.271	268.115	30	Pieter Boets	Orchestia cavimana	species	Heller, 1865
PB:Ugent:AqE:1407	PB:Ugent:AqE:1407	VMM	INBO:NBN:BFN0017900009RWP	5/12/2002	Veurne	Steenkerke, Steengracht West, Steenkerkebrug	5.105.271	268.115	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2602	PB:Ugent:AqE:2602	VMM	INBO:NBN:BFN0017900009RWQ	5/09/1999	Veurne	Steenkerke, Kalkoenhof	5.106.113	269.154	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:1412	PB:Ugent:AqE:1412	VMM	INBO:NBN:BFN0017900009RWR	26/08/2003	Veurne	Proostdijstraat, opw Steengracht	5.107.314	270.182	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1416	PB:Ugent:AqE:1416	VMM	INBO:NBN:BFN0017900009RWS	26/08/2003	Veurne	Steenkerke, Steengracht Oost, Kalkoenhof	5.106.572	270.465	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1417	PB:Ugent:AqE:1417	VMM	INBO:NBN:BFN0017900009RWT	10/09/2003	Veurne	Steenkerke, Minnaersstraat, Zandekemolen	5.104.725	270.873	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2843	PB:Ugent:AqE:2843	VMM	INBO:NBN:BFN0017900009RWU	10/09/2003	Veurne	Steenkerke, Minnaersstraat, Zandekemolen	5.104.725	270.873	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:2374	PB:Ugent:AqE:2374	VMM	INBO:NBN:BFN0017900009RWV	12/11/2009	Veurne	Avekapelle, Roesdammestr, Dorp Oude zeedijkmolen	5.106.680	273.686	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:1424	PB:Ugent:AqE:1424	VMM	INBO:NBN:BFN0017900009RWW	26/06/2003	Veurne	Zoutenaaie, Zoutenaaiegeleed	5.105.413	274.234	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1435	PB:Ugent:AqE:1435	VMM	INBO:NBN:BFN0017900009RWX	22/07/2003	Veurne	Booitshoeke, Pervijzestraat	5.108.854	275.509	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1446	PB:Ugent:AqE:1446	VMM	INBO:NBN:BFN0017900009RWY	2/09/2004	Veurne	Booitshoeke, Pervijzestraat	5.108.642	276.61	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:2608	PB:Ugent:AqE:2608	VMM	INBO:NBN:BFN0017900009RWZ	2/09/2004	Veurne	Booitshoeke, Pervijzestraat	5.108.642	276.61	30	Pieter Boets	Potamopyrgus antipodarum	species	(J.E. Gray, 1843)
PB:Ugent:AqE:2846	PB:Ugent:AqE:2846	VMM	INBO:NBN:BFN0017900009RX0	29/10/1999	Vleteren	Oostvleteren, Stavelestraat, Evershamhoeve	5.094.687	271.635	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:2845	PB:Ugent:AqE:2845	VMM	INBO:NBN:BFN0017900009RX1	3/03/2004	Vleteren	Oostvleteren, Stavelestraat, Evershamhoeve	5.094.687	271.635	30	Pieter Boets	Proasellus meridianus	species	(Racovitza, 1919)
PB:Ugent:AqE:976	PB:Ugent:AqE:976	VMM	INBO:NBN:BFN0017900009RX2	13/08/2004	Vleteren	Oostvleteren, Stavelestraat, Evershamhoeve	5.094.687	271.635	30	Pieter Boets	Ferrissia fragilis	species	Tryon
PB:Ugent:AqE:2372	PB:Ugent:AqE:2372	VMM	INBO:NBN:BFN0017900009RX3	3/07/2009	Voeren	Sint-Martens-Voeren, naast kerk, afw brug	5.074.955	581.271	30	Pieter Boets	Haitia acuta	species	(Draparnaud, 1805)
PB:Ugent:AqE:1253	PB:Ugent:AqE:1253	VMM	INBO:NBN:BFN0017900009RX4	16/10/1996	Vorselaar	Heiken(zijstr.), opw brug	5.118.490	478.328	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:990	PB:Ugent:AqE:990	VMM	INBO:NBN:BFN0017900009RX5	30/09/1997	Vorselaar	Heiken(zijstr.), opw brug	5.118.490	478.328	30	Pieter Boets	Gammarus roeseli	species	Gervais
PB:Ugent:AqE:1248	PB:Ugent:AqE:1248	VMM	INBO:NBN:BFN0017900009RX6	3/08/1999	Vorselaar	Heiken(zijstr.), opw brug	5.118.490	478.328	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:1252	PB:Ugent:AqE:1252	VMM	INBO:NBN:BFN0017900009RX7	8/08/2000	Vorselaar	Heiken(zijstr.), opw brug	5.118.490	478.328	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
PB:Ugent:AqE:24	PB:Ugent:AqE:24	VMM	INBO:NBN:BFN0017900009RX8	31/10/2000	Vorselaar	Heiken(zijstr.), opw brug	5.118.490	478.328	30	Pieter Boets	Atyaephyra desmarestii	species	(Millet, 1831)
PB:Ugent:AqE:1254	PB:Ugent:AqE:1254	VMM	INBO:NBN:BFN0017900009RX9	17/10/2001	Vorselaar	Heiken(zijstr.), opw brug	5.118.490	478.328	30	Pieter Boets	Gammarus tigrinus	species	Sexton, 1939
