id	occurrenceID	recordedBy	otherCatalogNumbers	eventDate	municipality	verbatimLocality	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	identifiedBy	scientificName	taxonRank	scientificNameAuthorship
PB:Ugent:AqE:1815	PB:Ugent:AqE:1815	T. Warmoes	INBO:NBN:BFN0017900009QRS	13/08/2002	Weert		5.121.656	558.311	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1831	PB:Ugent:AqE:1831	T. Warmoes	INBO:NBN:BFN0017900009QRT	4/06/2003	Dilsen-Stokkem		5.102.145	575.043	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1806	PB:Ugent:AqE:1806	T. Warmoes	INBO:NBN:BFN0017900009QRW	28/05/2002	Ham		5.109.901	513.642	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1808	PB:Ugent:AqE:1808	T. Warmoes	INBO:NBN:BFN0017900009QRX	3/06/2002	Lanaken		5.088.051	563.255	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1834	PB:Ugent:AqE:1834	T. Warmoes	INBO:NBN:BFN0017900009QRZ	18/06/2003	Lanaken		5.089.109	568.3	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1833	PB:Ugent:AqE:1833	T. Warmoes	INBO:NBN:BFN0017900009QS0	18/06/2003	Lanaken		5.090.414	568.637	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1811	PB:Ugent:AqE:1811	T. Warmoes	INBO:NBN:BFN0017900009QS1	3/07/2002	Maaseik		5.110.958	568.038	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1809	PB:Ugent:AqE:1809	T. Warmoes	INBO:NBN:BFN0017900009QS2	5/06/2002	Mechelen		5.105.434	443.351	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1841	PB:Ugent:AqE:1841	T. Warmoes	INBO:NBN:BFN0017900009QS5	16/09/2003	Oudenburg		5.117.550	304.208	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1828	PB:Ugent:AqE:1828	T. Warmoes	INBO:NBN:BFN0017900009QS6	26/09/2002	Ranst		5.117.625	463.652	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1837	PB:Ugent:AqE:1837	T. Warmoes	INBO:NBN:BFN0017900009QS8	14/07/2003	Riemst		5.081.064	567.092	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1838	PB:Ugent:AqE:1838	T. Warmoes	INBO:NBN:BFN0017900009QS9	29/07/2003	Sint-Pieters-Leeuw		5.080.823	429.692	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1829	PB:Ugent:AqE:1829	T. Warmoes	INBO:NBN:BFN0017900009QSB	10/10/2002	Willebroek		5.106.163	440.442	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1812	PB:Ugent:AqE:1812	T. Warmoes	INBO:NBN:BFN0017900009QSE	10/07/2002	Arendonk		5.130.163	514.107	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1807	PB:Ugent:AqE:1807	T. Warmoes	INBO:NBN:BFN0017900009QSF	30/05/2002	Lier		5.111.651	456.295	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1820	PB:Ugent:AqE:1820	T. Warmoes	INBO:NBN:BFN0017900009QSH	10/09/2002	Dessel		5.123.962	506.924	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1839	PB:Ugent:AqE:1839	T. Warmoes	INBO:NBN:BFN0017900009QSI	18/08/2003	Dessel		5.123.177	511.376	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1804	PB:Ugent:AqE:1804	T. Warmoes	INBO:NBN:BFN0017900009QSJ	20/05/2002	Meerhout		5.109.779	510.886	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1836	PB:Ugent:AqE:1836	T. Warmoes	INBO:NBN:BFN0017900009QSK	3/07/2003	Meerhout		5.109.779	510.886	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1842	PB:Ugent:AqE:1842	T. Warmoes	INBO:NBN:BFN0017900009QSL	27/10/2003	Geel		5.111.656	498.53	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1805	PB:Ugent:AqE:1805	T. Warmoes	INBO:NBN:BFN0017900009QSM	27/05/2002	Rijkevorsel		5.132.889	476.028	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1819	PB:Ugent:AqE:1819	T. Warmoes	INBO:NBN:BFN0017900009QSN	9/09/2002	Retie		5.126.109	509.309	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1810	PB:Ugent:AqE:1810	T. Warmoes	INBO:NBN:BFN0017900009QSP	3/07/2002	Lommel		5.125.013	526.846	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:2012	PB:Ugent:AqE:2012	T. Warmoes	INBO:NBN:BFN0017900009QSQ	13/10/1992	Bocholt		5.117.924	563.105	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1832	PB:Ugent:AqE:1832	T. Warmoes	INBO:NBN:BFN0017900009QST	12/06/2003	Drogenbos		5.079.274	429.433	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1830	PB:Ugent:AqE:1830	T. Warmoes	INBO:NBN:BFN0017900009QSU	21/10/2002	De Panne		5.106.976	259.275	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1840	PB:Ugent:AqE:1840	T. Warmoes	INBO:NBN:BFN0017900009QSV	8/09/2003	Harelbeke		5.083.954	331.846	30	T. Warmoes	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1963	PB:Ugent:AqE:1963	Unknown	INBO:NBN:BFN0017900009QSX	1989	Heeze-Leende		5.130.278	548.713	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1852	PB:Ugent:AqE:1852	Unknown	INBO:NBN:BFN0017900009QSY	17/06/2004	Weert		5.121.656	558.311	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1863	PB:Ugent:AqE:1863	Unknown	INBO:NBN:BFN0017900009QSZ	3/12/2004	Damme		5.127.265	330.428	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:2002	PB:Ugent:AqE:2002	Unknown	INBO:NBN:BFN0017900009QT0	1994	Denderleeuw		5.091.077	406.174	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1762	PB:Ugent:AqE:1762	Unknown	INBO:NBN:BFN0017900009QT1	2004	Denderleeuw		5.091.077	406.174	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1857	PB:Ugent:AqE:1857	Unknown	INBO:NBN:BFN0017900009QT2	13/07/2004	Dilsen-Stokkem		5.103.347	573.758	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:2904	PB:Ugent:AqE:2904	Unknown	INBO:NBN:BFN0017900009QRQ	2009	Geel		5.110.058	497.994	30	Unknown	Procambarus clarkii	species	(Girard, 1852)
PB:Ugent:AqE:2905	PB:Ugent:AqE:2905	Unknown	INBO:NBN:BFN0017900009QRP	2009	Laakdal		5.108.684	500.311	30	Unknown	Procambarus clarkii	species	(Girard, 1852)
PB:Ugent:AqE:2906	PB:Ugent:AqE:2906	Unknown	INBO:NBN:BFN0017900009QRO	14/03/2011	Damme		5.129.170	333.788	30	Unknown	Procambarus clarkii	species	(Girard, 1852)
PB:Ugent:AqE:1855	PB:Ugent:AqE:1855	Unknown	INBO:NBN:BFN0017900009QT3	24/06/2004	Dilsen-Stokkem		5.102.145	575.043	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1860	PB:Ugent:AqE:1860	Unknown	INBO:NBN:BFN0017900009QT4	12/08/2004	Genk		5.093.627	549.966	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1862	PB:Ugent:AqE:1862	Unknown	INBO:NBN:BFN0017900009QT5	3/12/2004	Oudenburg		5.117.550	304.208	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1861	PB:Ugent:AqE:1861	Unknown	INBO:NBN:BFN0017900009QT6	28/09/2004	Riemst		5.081.064	567.092	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1858	PB:Ugent:AqE:1858	Unknown	INBO:NBN:BFN0017900009QT7	22/07/2004	Sint-Pieters-Leeuw		5.080.823	429.692	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1848	PB:Ugent:AqE:1848	Unknown	INBO:NBN:BFN0017900009QT8	16/04/2004	Zemst		5.098.659	451.512	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1859	PB:Ugent:AqE:1859	Unknown	INBO:NBN:BFN0017900009QT9	12/08/2004	Hasselt		5.096.938	527.991	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1856	PB:Ugent:AqE:1856	Unknown	INBO:NBN:BFN0017900009QTA	1/07/2004	Lommel		5.125.742	539.369	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1853	PB:Ugent:AqE:1853	Unknown	INBO:NBN:BFN0017900009QTB	17/06/2004	Bocholt		5.119.821	554.55	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1760	PB:Ugent:AqE:1760	Unknown	INBO:NBN:BFN0017900009QTC	2002	Geraardsbergen		5.079.180	391.969	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1761	PB:Ugent:AqE:1761	Unknown	INBO:NBN:BFN0017900009QTD	2004	Geraardsbergen		5.079.180	391.969	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1763	PB:Ugent:AqE:1763	Unknown	INBO:NBN:BFN0017900009QTE	2004	Harelbeke		5.083.954	331.846	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1764	PB:Ugent:AqE:1764	Unknown	INBO:NBN:BFN0017900009QTF	2004	Harelbeke		5.084.232	332.317	30	Unknown	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:1864	PB:Ugent:AqE:1864	C. Salvo	INBO:NBN:BFN0017900009QTG	6/01/2009	Maasmechelen	Saanhoeve-Dilsen stokkem	5.100.267	567.68	30	C. Salvo	Orconectes limosus	species	(Rafinesque, 1817)
PB:Ugent:AqE:419	PB:Ugent:AqE:419	VMM	INBO:NBN:BFN0017900009QTH	9/06/2000	Sluis	Lapscheure, Vaartstraat, grens NL	5.130.569	337.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:423	PB:Ugent:AqE:423	VMM	INBO:NBN:BFN0017900009QTI	29/11/2001	Sluis	Lapscheure, Vaartstraat, grens NL	5.130.569	337.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:422	PB:Ugent:AqE:422	VMM	INBO:NBN:BFN0017900009QTJ	13/11/2002	Sluis	Lapscheure, Vaartstraat, grens NL	5.130.569	337.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:421	PB:Ugent:AqE:421	VMM	INBO:NBN:BFN0017900009QTK	20/05/2003	Sluis	Lapscheure, Vaartstraat, grens NL	5.130.569	337.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:420	PB:Ugent:AqE:420	VMM	INBO:NBN:BFN0017900009QTL	1/06/2004	Sluis	Lapscheure, Vaartstraat, grens NL	5.130.569	337.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:259	PB:Ugent:AqE:259	VMM	INBO:NBN:BFN0017900009QTM	24/03/2005	Terneuzen	Philippine, Isabellahaven, Dijckmeesterweg	5.127.772	371.426	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:245	PB:Ugent:AqE:245	VMM	INBO:NBN:BFN0017900009QTN	23/07/2002	Merelbeke	Melsen, Scheldekaai	5.095.663	368.6	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:244	PB:Ugent:AqE:244	VMM	INBO:NBN:BFN0017900009QTO	6/07/2004	Merelbeke	Melsen, Scheldekaai	5.095.663	368.6	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:246	PB:Ugent:AqE:246	VMM	INBO:NBN:BFN0017900009QTP	22/09/2005	Merelbeke	Melsen, Scheldekaai	5.095.663	368.6	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:345	PB:Ugent:AqE:345	VMM	INBO:NBN:BFN0017900009QTQ	5/09/2006	Alveringem	Stavele, IJzerstraat	5.094.333	267.227	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:346	PB:Ugent:AqE:346	VMM	INBO:NBN:BFN0017900009QTR	30/10/2002	Alveringem	Stavele, Eversamstraat, weg Westvleteren-Elzendamm	5.093.363	271.17	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:347	PB:Ugent:AqE:347	VMM	INBO:NBN:BFN0017900009QTS	6/10/2005	Alveringem	Elzendamme, Vleterenstraat-zijweg, Oude Ijzer nevengeul	5.094.938	271.238	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:394	PB:Ugent:AqE:394	VMM	INBO:NBN:BFN0017900009QTT	19/10/2005	Beernem	Assebroek, Looweideweg	5.119.008	328.779	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:395	PB:Ugent:AqE:395	VMM	INBO:NBN:BFN0017900009QTU	24/05/2006	Beernem	Assebroek, Looweideweg	5.119.008	328.779	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:392	PB:Ugent:AqE:392	VMM	INBO:NBN:BFN0017900009QTV	15/06/2001	Brugge	Assebroek, Kerkedreef	5.118.768	327.52	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:400	PB:Ugent:AqE:400	VMM	INBO:NBN:BFN0017900009QTW	3/10/2002	Damme	Sijsele, Hulsterlo, Landgoed Bonem	5.124.132	331.049	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:408	PB:Ugent:AqE:408	VMM	INBO:NBN:BFN0017900009QTX	30/07/2004	Damme	Moerkerke, Zuiddijjk	5.125.650	332.139	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:432	PB:Ugent:AqE:432	VMM	INBO:NBN:BFN0017900009QTY	3/08/2006	Deinze	Machelen, Noordelijk gedeelte	5.096.139	348.109	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:292	PB:Ugent:AqE:292	VMM	INBO:NBN:BFN0017900009QTZ	30/07/2003	Denderleeuw	Kaaistraat, opw sluis rechteroever	5.087.371	407.706	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:293	PB:Ugent:AqE:293	VMM	INBO:NBN:BFN0017900009QU0	19/07/2006	Denderleeuw	Kaaistraat, opw sluis rechteroever	5.087.371	407.706	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:320	PB:Ugent:AqE:320	VMM	INBO:NBN:BFN0017900009QU1	18/10/2007	Diest	Schaffen, Wijerstr, opw brug	5.098.999	506.538	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:364	PB:Ugent:AqE:364	VMM	INBO:NBN:BFN0017900009QU2	29/08/2005	Diksmuide	Merkem, IJzerdijk, plasberm	5.098.759	281.341	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:367	PB:Ugent:AqE:367	VMM	INBO:NBN:BFN0017900009QU3	13/06/2003	Diksmuide	Nieuwkapelle, IJzerdijk, opw inlaat WPC-Blank.	5.099.134	281.716	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:366	PB:Ugent:AqE:366	VMM	INBO:NBN:BFN0017900009QU4	15/10/2003	Diksmuide	Nieuwkapelle, IJzerdijk, opw inlaat WPC-Blank.	5.099.134	281.716	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:365	PB:Ugent:AqE:365	VMM	INBO:NBN:BFN0017900009QU5	6/10/2005	Diksmuide	Nieuwkapelle, IJzerdijk, opw inlaat WPC-Blank.	5.099.134	281.716	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:369	PB:Ugent:AqE:369	VMM	INBO:NBN:BFN0017900009QU6	12/10/2005	Diksmuide	Sint-Jacobskapelle, IJzerdijk, thv Jagersstraat	5.100.882	283.864	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:375	PB:Ugent:AqE:375	VMM	INBO:NBN:BFN0017900009QU7	11/09/2006	Diksmuide	Beesrt, Beerstblotestraat, plasberm	5.105.305	284.966	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:376	PB:Ugent:AqE:376	VMM	INBO:NBN:BFN0017900009QU8	12/10/2005	Diksmuide	Sint-Jacobs-Kapelle, nevengeul	5.101.911	285.091	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:377	PB:Ugent:AqE:377	VMM	INBO:NBN:BFN0017900009QU9	28/09/2006	Diksmuide	Keiem, Tervaetestraat, Tervaetebrug, Paaiplaats	5.108.341	285.13	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:382	PB:Ugent:AqE:382	VMM	INBO:NBN:BFN0017900009QUA	21/08/2007	Diksmuide	Beerst, Paddestraat, Drie Mussen	5.104.649	288.776	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:383	PB:Ugent:AqE:383	VMM	INBO:NBN:BFN0017900009QUB	18/06/2003	Diksmuide	Beerst, Nachtegaalstraat, Hoograad	5.106.164	289.113	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:343	PB:Ugent:AqE:343	VMM	INBO:NBN:BFN0017900009QUC	4/06/2003	Dilsen-Stokkem	Stokkem, Oude Maas, thv taverne De Kaai, trapjes af	5.102.145	575.043	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:242	PB:Ugent:AqE:242	VMM	INBO:NBN:BFN0017900009QUD	24/03/2005	Evergem	Sleidinge, Schroonhoek, veldweg	5.114.569	366.225	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:255	PB:Ugent:AqE:255	VMM	INBO:NBN:BFN0017900009QUE	14/10/2003	Evergem	Ertvelde, Spiegelstraat, opw weg	5.116.780	369.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:254	PB:Ugent:AqE:254	VMM	INBO:NBN:BFN0017900009QUF	7/04/2004	Evergem	Ertvelde, Spiegelstraat, opw weg	5.116.780	369.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:253	PB:Ugent:AqE:253	VMM	INBO:NBN:BFN0017900009QUG	25/08/2004	Evergem	Ertvelde, Spiegelstraat, opw weg	5.116.780	369.266	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:261	PB:Ugent:AqE:261	VMM	INBO:NBN:BFN0017900009QUH	3/10/2003	Evergem	Kluizen, Schildeke, Kluisstraat	5.116.001	372.679	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:265	PB:Ugent:AqE:265	VMM	INBO:NBN:BFN0017900009QUI	3/10/2003	Evergem	Molendreef, Enaamse	5.115.032	373.218	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:266	PB:Ugent:AqE:266	VMM	INBO:NBN:BFN0017900009QUJ	25/08/2004	Evergem	Molendreef, Enaamse	5.115.032	373.218	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:263	PB:Ugent:AqE:263	VMM	INBO:NBN:BFN0017900009QUK	6/04/2005	Evergem	Molendreef, Enaamse	5.115.032	373.218	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:268	PB:Ugent:AqE:268	VMM	INBO:NBN:BFN0017900009QUL	25/08/2004	Evergem	Ertvelde, Vaartstraat-West, veldweg, opwaarts	5.116.211	373.71	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:269	PB:Ugent:AqE:269	VMM	INBO:NBN:BFN0017900009QUM	6/04/2005	Evergem	Ertvelde, Hoek, Hoogstraat	5.115.743	374.056	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:271	PB:Ugent:AqE:271	VMM	INBO:NBN:BFN0017900009QUN	25/08/2004	Evergem	Wondelgem, Abdijdreef, veldweg	5.114.502	375.994	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:287	PB:Ugent:AqE:287	VMM	INBO:NBN:BFN0017900009QUO	12/05/2005	Galmaarden	Tollembeek, Vollezelestraat	5.074.390	400.857	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:341	PB:Ugent:AqE:341	VMM	INBO:NBN:BFN0017900009QUP	2/05/2000	Genk	Genk, Swinnenweyerweg, 500 Mtr. afw. elektr.centrale. 200 Mtr. afw sas	5.093.659	548.572	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:250	PB:Ugent:AqE:250	VMM	INBO:NBN:BFN0017900009QUQ	10/04/2003	Gent	Malem Noord, wijk Ekkergem, Malemstraat	5.105.535	369.364	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:356	PB:Ugent:AqE:356	VMM	INBO:NBN:BFN0017900009QUR	13/05/1998	Heuvelland	Westouter, Langedreef, samenvl 40 en 41	5.079.159	273.831	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:384	PB:Ugent:AqE:384	VMM	INBO:NBN:BFN0017900009QUS	25/09/2003	Ichtegem	Eernegem, Statiestraat, kleine vijver Sattionsput	5.112.846	301.271	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:373	PB:Ugent:AqE:373	VMM	INBO:NBN:BFN0017900009QUT	8/09/2003	Ieper	RV: Dikkebus	5.082.157	284.724	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:381	PB:Ugent:AqE:381	VMM	INBO:NBN:BFN0017900009QUU	11/10/2005	Ieper	Komenseweg, Verdronken Weide	5.083.669	289.11	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:385	PB:Ugent:AqE:385	VMM	INBO:NBN:BFN0017900009QUV	8/05/2003	Jabbeke	Snellegem, Kouter-zijweg	5.116.835	310.695	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:386	PB:Ugent:AqE:386	VMM	INBO:NBN:BFN0017900009QUW	14/08/2002	Jabbeke	Snellegem, Eernegemweg	5.116.512	310.834	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:387	PB:Ugent:AqE:387	VMM	INBO:NBN:BFN0017900009QUX	18/10/2006	Jabbeke	Varsenare, Vaartdijk-Noord, Pompstation K. Gent-Oo, aanvoer De Katte	5.121.204	314.171	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:437	PB:Ugent:AqE:437	VMM	INBO:NBN:BFN0017900009QUY	18/07/2002	Kluisbergen	Berchem, zijweg einde Meersestraat, Schijtput	5.080.394	352.549	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:393	PB:Ugent:AqE:393	VMM	INBO:NBN:BFN0017900009QUZ	16/10/2007	Kuurne	Oudstrijderslaan, De Groene long, Heulebeek-zijbeek	5.085.392	329.289	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:342	PB:Ugent:AqE:342	VMM	INBO:NBN:BFN0017900009QV0	21/05/2007	Lanaken	kleine vijver Hochter Bampd, Neerharen, via Geulerweg, rechts na huis nr 32, via hek tot aan vijver	5.090.895	569.546	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:352	PB:Ugent:AqE:352	VMM	INBO:NBN:BFN0017900009QV1	9/10/2001	Lo-Reninge	Pollinkhove, Vleterenstraat, Elzendammebrug	5.094.977	272.001	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:353	PB:Ugent:AqE:353	VMM	INBO:NBN:BFN0017900009QV2	21/10/2002	Lo-Reninge	Pollinkhove, Vleterenstraat, Elzendammebrug	5.094.977	272.001	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:354	PB:Ugent:AqE:354	VMM	INBO:NBN:BFN0017900009QV3	28/07/2003	Lo-Reninge	Pollinkhove, Vleterenstraat, Elzendammebrug	5.094.977	272.001	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:348	PB:Ugent:AqE:348	VMM	INBO:NBN:BFN0017900009QV4	18/05/2004	Lo-Reninge	Pollinkhove, Vleterenstraat, Elzendammebrug	5.094.977	272.001	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:350	PB:Ugent:AqE:350	VMM	INBO:NBN:BFN0017900009QV5	6/06/2005	Lo-Reninge	Pollinkhove, Vleterenstraat, Elzendammebrug	5.094.977	272.001	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
PB:Ugent:AqE:349	PB:Ugent:AqE:349	VMM	INBO:NBN:BFN0017900009QV6	10/08/2005	Lo-Reninge	Pollinkhove, Vleterenstraat, Elzendammebrug	5.094.977	272.001	30	Pieter Boets	Crangonyx pseudogracilis	species	Bousfield, 1958
