"id","locationID","locality","countrCode","occurrenceStatus","eventDate","datasetID"
"PB:Ugent:AqE:1631","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-07-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1633","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2679","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1632","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2746","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2747","ISO_3166-2:BE-VLG","Flandres","BE","present","1998-10-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1634","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2894","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1637","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2681","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1638","ISO_3166-2:BE-VLG","Flandres","BE","present","2002-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1635","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1639","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-05-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1636","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-07-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1640","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1641","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-04-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1643","ISO_3166-2:BE-VLG","Flandres","BE","present","1998-10-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1642","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-07-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:879","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-05-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1645","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-05-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2684","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-05-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2897","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-05-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1650","ISO_3166-2:BE-VLG","Flandres","BE","present","2000-08-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2748","ISO_3166-2:BE-VLG","Flandres","BE","present","2000-08-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2896","ISO_3166-2:BE-VLG","Flandres","BE","present","2000-08-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1648","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-07-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2749","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-07-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1647","ISO_3166-2:BE-VLG","Flandres","BE","present","2002-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1651","ISO_3166-2:BE-VLG","Flandres","BE","present","2002-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1646","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2751","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:880","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:985","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1649","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2683","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1644","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-09-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2750","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-09-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1652","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-09-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1654","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1653","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-07-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1655","ISO_3166-2:BE-VLG","Flandres","BE","present","2006-09-20","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1656","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-07-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1658","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2899","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-03-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1657","ISO_3166-2:BE-VLG","Flandres","BE","present","2008-09-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2775","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:953","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:790","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:952","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2253","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2787","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2269","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2270","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:798","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-05-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:626","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-22","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:119","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-06-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2395","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-06-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2396","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-06-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2670","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-06-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:463","ISO_3166-2:BE-VLG","Flandres","BE","present","1997-06-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:466","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-05-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:465","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-05-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:464","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-07-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:462","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-06-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:958","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:959","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-03-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2782","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2262","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-08-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2292","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2496","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:402","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:412","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2668","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:872","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2818","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2326","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2527","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2353","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2359","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1380","ISO_3166-2:BE-VLG","Flandres","BE","present","2006-10-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:846","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1388","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1390","ISO_3166-2:BE-VLG","Flandres","BE","present","2006-10-05","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2734","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2841","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1396","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1398","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1399","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-09-05","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1400","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1402","ISO_3166-2:BE-VLG","Flandres","BE","present","2000-09-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1401","ISO_3166-2:BE-VLG","Flandres","BE","present","2002-11-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1403","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-10-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1404","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1751","ISO_3166-2:BE-VLG","Flandres","BE","present","1989-09-11","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1407","ISO_3166-2:BE-VLG","Flandres","BE","present","2002-12-05","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2602","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-09-05","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1412","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1416","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1417","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-09-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2843","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-09-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2374","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-11-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1424","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1435","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-07-22","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1446","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2608","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2846","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-10-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2845","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-03-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:976","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2372","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1253","ISO_3166-2:BE-VLG","Flandres","BE","present","1996-10-16","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:990","ISO_3166-2:BE-VLG","Flandres","BE","present","1997-09-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1248","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1252","ISO_3166-2:BE-VLG","Flandres","BE","present","2000-08-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:24","ISO_3166-2:BE-VLG","Flandres","BE","present","2000-10-31","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1254","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-10-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1249","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:989","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1250","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1251","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-09-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:313","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:827","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1277","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:317","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2321","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-20","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1278","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1111","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2443","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2444","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-04-16","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:275","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:773","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:939","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:774","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:940","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1734","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2445","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2447","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2448","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1759","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:600","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-08-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:717","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:870","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:871","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:779","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:284","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:945","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2454","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-03-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:212","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:630","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:799","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:629","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2485","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:631","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:632","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2486","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:800","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2487","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:633","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2276","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:634","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:801","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2488","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2489","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:635","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2277","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:874","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2892","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2494","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2225","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-11-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
