"id","locationID","locality","countrCode","occurrenceStatus","eventDate","datasetID"
"PB:Ugent:AqE:2268","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-09","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2478","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-04-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:884","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2479","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-11-19","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2481","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2337","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-08-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2338","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-08-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:335","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-04-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:339","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:970","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2302","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2360","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2361","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:112","ISO_3166-2:BE-VLG","Flandres","BE","present","1998-05-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:561","ISO_3166-2:BE-VLG","Flandres","BE","present","1998-05-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1368","ISO_3166-2:BE-VLG","Flandres","BE","present","1998-05-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1562","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-04-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2635","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-11-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1669","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1670","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1563","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1565","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-10-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2636","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-10-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1564","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-07-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1566","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-11-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2646","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2297","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-06-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:912","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1158","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2785","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2730","ISO_3166-2:BE-VLG","Flandres","BE","present","1998-07-06","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1168","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2788","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:211","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:627","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2272","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2480","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2317","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2318","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2322","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:767","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2416","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-04-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2420","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2765","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-04-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2421","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-13","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2424","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2423","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-16","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2425","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-17","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2426","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-04-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2434","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-27","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2435","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-03-24","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1215","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2796","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2797","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1579","ISO_3166-2:BE-VLG","Flandres","BE","present","2006-03-20","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1580","ISO_3166-2:BE-VLG","Flandres","BE","present","2006-10-20","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1585","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-10-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2645","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-10-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1671","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1586","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-11-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2647","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-11-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1587","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-09","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1672","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1588","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-11-03","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1589","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2648","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1590","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2649","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1591","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-21","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1729","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1592","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1593","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2651","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1673","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1674","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1675","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1596","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-01-31","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1597","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2652","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1678","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1676","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1659","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1677","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1680","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1681","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1757","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-09-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2655","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:865","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2658","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1615","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1722","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1616","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-10-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1682","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1617","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-05-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1618","ISO_3166-2:BE-VLG","Flandres","BE","present","2005-09-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1619","ISO_3166-2:BE-VLG","Flandres","BE","present","2008-10-14","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2880","ISO_3166-2:BE-VLG","Flandres","BE","present","1992-05-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1621","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2667","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:409","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:869","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2884","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-10-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1622","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-10-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2625","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2626","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-20","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1551","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2627","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2387","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2628","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-09-29","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1553","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-10-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:794","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:964","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:967","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2436","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-06-22","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:770","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2242","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2437","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2532","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2329","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-08-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1289","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2533","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1706","ISO_3166-2:BE-VLG","Flandres","BE","present","2007-10-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1445","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1458","ISO_3166-2:BE-VLG","Flandres","BE","present","2001-11-21","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1459","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1460","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-12-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1467","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-07-22","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1466","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1468","ISO_3166-2:BE-VLG","Flandres","BE","present","2006-10-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:978","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-05-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:856","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-06-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1480","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1755","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-08-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:857","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-28","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:858","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2857","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-08-25","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1482","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2858","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-06-12","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1481","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-07-31","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2737","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-07-31","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1486","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-09-10","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:979","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-09-15","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:859","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:378","ISO_3166-2:BE-VLG","Flandres","BE","present","2008-11-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1493","ISO_3166-2:BE-VLG","Flandres","BE","present","2008-11-04","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2378","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-06-26","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:887","ISO_3166-2:BE-VLG","Flandres","BE","present","2008-09-22","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:1496","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-11-18","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2861","ISO_3166-2:BE-VLG","Flandres","BE","present","2003-07-31","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2862","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2362","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2580","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-08","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:240","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2366","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2585","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-05-07","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2596","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-23","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2371","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:697","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2597","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-10-01","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:700","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:849","ISO_3166-2:BE-VLG","Flandres","BE","present","1999-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:582","ISO_3166-2:BE-VLG","Flandres","BE","present","2009-07-30","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:876","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2895","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:878","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:984","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:881","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
"PB:Ugent:AqE:2898","ISO_3166-2:BE-VLG","Flandres","BE","present","2004-08-02","http://dataset.inbo.be/alien-macro-invertebrates-flanders-occurrences"
